hidden_map.txt
# list of object assets to load in this scene
[ASSETS]
mario.txt
platform.txt
coin.txt
pipe.txt

#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	145	30

# TIỀN
4	232	40
4	248	40

4	216	56
4	264	56

4	264	72

4	232	88
4	248	88

4	264	104

4	216	120
4	264	120

4	232	136
4	248	136

# ỐNG CỐNG
6	144	8	4
6	144	24	5

6	368	8	4
6	368	24	5

# GẠCH XANH
5	8	8	16	16	8	1120000	1120000	1120000	1	1
5	168	8	16	16	12	1120000	1120000	1120000	1	1
5	392	8	16	16	8	1120000	1120000	1120000	1	1

5	8	24	16	16	8	1120000	1120000	1120000	1	1
5	392	24	16	16	8	1120000	1120000	1120000	1	1

5	8	40	16	16	8	1120000	1120000	1120000	1	1
5	392	40	16	16	8	1120000	1120000	1120000	1	1

5	8	56	16	16	8	1120000	1120000	1120000	1	1
5	392	56	16	16	8	1120000	1120000	1120000	1	1

5	8	72	16	16	8	1120000	1120000	1120000	1	1
5	344	72	16	16	11	1120000	1120000	1120000	1	1

5	8	88	16	16	8	1120000	1120000	1120000	1	1
5	328	88	16	16	12	1120000	1120000	1120000	1	1

5	8	104	16	16	8	1120000	1120000	1120000	1	1
5	312	104	16	16	13	1120000	1120000	1120000	1	1

5	8	120	16	16	8	1120000	1120000	1120000	1	1
5	296	120	16	16	14	1120000	1120000	1120000	1	1

5	8	136	16	16	8	1120000	1120000	1120000	1	1
5	280	136	16	16	15	1120000	1120000	1120000	1	1

5	8	152	16	16	8	1120000	1120000	1120000	1	1
5	264	152	16	16	16	1120000	1120000	1120000	1	1

5	8	-72	16	16	32	1120000	1120000	1120000	1	1
5	8	-56	16	16	32	1120000	1120000	1120000	1	1
5	8	-40	16	16	32	1120000	1120000	1120000	1	1
5	8	-24	16	16	32	1120000	1120000	1120000	1	1
5	8	-8	16	16	32	1120000	1120000	1120000	1	1
5	8	168	16	16	32	1120000	1120000	1120000	1	1
5	8	184	16	16	32	1120000	1120000	1120000	1	1
5	8	200	16	16	32	1120000	1120000	1120000	1	1
