# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
platform.txt
coin.txt
pipe.txt
mysteryblock.txt
paragoomba.txt
mushroom.txt
piranhaplant.txt
koopas.txt
goomba.txt
bullet.txt
leaf.txt
brick2.txt
brick3.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

#BỤI CÂY LỚN
#BỤI 1
5	32	128	16	16	2	1020000	1020100	1020100	0

5	16	144	16	16	2	1020000	1020300	1020300	0
5	48	144	16	16	1	1020600	1020200	1020200	0
5	64	144	16	16	2	1020000	1020100	1020100	0

5	96	144	16	16	2	1020000	1020100	1020100	0
5	16	160	16	16	5	1020400	1020500	1020600	0
5	32	160	16	16	2	1020200	1020300	1020300	0

5	96	160	16	16	3	1020400	1020200	1020100	0
5	16	176	16	16	8	1020400	1020500	1020600	0
5	80	176	16	16	2	1020200	1020300	1020300	0

#BỤI 2
5	832	128	16	16	2	1020000	1020100	1020100	0
5	864	128	16	16	2	1020000	1020300	1020300	0
5	896	128	16	16	1	1020600	1020200	1020200	0
5	912	128	16	16	2	1020000	1020100	1020100	0
5	960	128	16	16	2	1020000	1020100	1020100	0

5	832	144	16	16	7	1020400	1020500	1020600	0
5	848	144	16	16	2	1020200	1020300	1020300	0
5	880	112	16	16	2	1020000	1020100	1020100	0
5	880	144	16	16	2	1020200	1020300	1020300	0
5	960	144	16	16	3	1020400	1020200	1020100	0

5	816	160	16	16	2	1020000	1020300	1020300	0
5	848	160	16	16	6	1020500	1020500	1020600	0
5	944	160	16	16	2	1020000	1020300	1020300	0
5	976	160	16	16	2	1020500	1020600	1020600	0

#BỤI 3
5	1888	176	16	16	2	1020000	1020300	1020300	0
5	1920	176	16	16	2	1020500	1020600	1020600	0

5	1904	160	16	16	3	1020400	1020200	1020100	0

5	1904	144	16	16	2	1020000	1020100	1020100	0

#BỤI 4
5	2400	64	16	16	2	1020000	1020100	1020100	0

5	2400	80	16	16	3	1020400	1020200	1020100	0

5	2400	96	16	16	3	1020400	1020500	1020600	0

5	2416	112	16	16	2	1020500	1020500	1020600	0
5	2384	112	16	16	2	1020000	1020300	1020300	0

5	2400	128	16	16	3	1020500	1020500	1020600	0
5	2368	128	16	16	2	1020000	1020300	1020300	0

5	2368	144	16	16	5	1020400	1020500	1020600	0

5	2368	160	16	16	4	1020400	1020500	1020500	0
5	2432	160	16	16	2	1020200	1020100	1020100	0

5	2368	176	16	16	6	1020400	1020500	1020600	0


#BỤI CÂY NHỎ
5	160	176	16	16	3	1030000	1030000	1030000	0

5	672	160	16	16	6	1030000	1030000	1030000	0

5	1040	160	16	16	2	1030000	1030000	1030000	0

5	1184	176	16	16	3	1030000	1030000	1030000	0

5	1728	176	16	16	3	1030000	1030000	1030000	0

#THÙNG HỒNG
5	240	144	16	16	3	1040000	1040100	1040200	1
5	240	160	16	16	3	1040300	1040400	1040500	0
5	240	176	16	16	3	1040800	1040900	1041000	0

5	464	112	16	16	4	1040000	1040100	1040200	1
5	464	128	16	16	4	1040300	1040400	1040500	0
5	480	144	16	16	3	1040600	1040400	1040500	0
5	480	160	16	16	2	1040700	1040400	1040400	0
5	480	176	16	16	2	1041100	1040900	1040900	0

5	1296	128	16	16	7	1040000	1040100	1040200	1
5	1296	144	16	16	7	1040300	1040400	1040500	0
5	1376	160	16	16	2	1040600	1040500	1040500	0
5	1376	176	16	16	2	1041100	1041000	1041000	0

5	2144	144	16	16	3	1040000	1040100	1040200	1
5	2144	160	16	16	3	1040300	1040400	1040500	0
5	2144	176	16	16	3	1040800	1040900	1041000	0

5	1312	-80	16	16	4	1040000	1040100	1040200	1
5	1312	-64	16	16	4	1040800	1040900	1041000	0


#THÙNG XANH
5	272	112	16	16	3	1050000	1050100	1050200	1
5	272	128	16	16	3	1050300	1050400	1050500	0
5	288	144	16	16	2	1050600	1050400	1050500	0
5	288	160	16	16	2	1050600	1050400	1050500	0
5	288	176	16	16	2	1050600	1050400	1050900	0

5	1328	96	16	16	7	1050000	1050100	1050200	1
5	1328	112	16	16	7	1050300	1050400	1050500	0
5	1408	128	16	16	2	1050700	1050500	1050500	0
5	1408	144	16	16	2	1050600	1050500	1050500	0
5	1408	160	16	16	2	1050600	1050500	1050500	0
5	1408	176	16	16	2	1050800	1050900	1050900	0

#THÙNG TRẮNG
5	512	80	16	16	4	1070000	1070100	1070200	1
5	512	96	16	16	4	1070300	1070400	1070500	0
5	528	112	16	16	3	1070600	1070400	1070500	0
5	528	128	16	16	3	1070700	1070400	1070500	0
5	528	144	16	16	3	1070700	1070400	1070500	0

#MÂY
5	120	49	12	12	2	1080000	1080100	1080100	0
5	121	60	12	12	2	1080300	1080400	1080400	0
5	148	49	12	12	2	1080100	1080200	1080200	0
5	149	60	12	12	2	1080400	1080500	1080500	0

5	328	33	12	12	3	1080000	1080100	1080200	0
5	328	44	12	12	3	1080300	1080400	1080500	0

